content,score
"Kok lebih bagus BNI Mobile Bankingnya ketimbang wondr by BNI . Tapi wondr by BNI kurang menarik malah lebih bagusan Brimo. tolong untuk kedepannya lebih simple, Kalo bisa saran Lebih baik app wondr agak lebih sama kaya BNI MBanking-nya . jadi lebih bagus lebih ke penyegaran aja di app-nya",2
"Mohon maaf, sekelas BNI tampilan aplikasinya kurang bagus. Dan password transaksi hanya menggunakan angka tidak ada kombinasi angka dan huruf dan itu menurut saya kura aman...",2
"GAK LEBIH BAGUS DARI MOBILE BANKING BNI YG LAMA. Saya termasuk nasabah yang nyaman ngeLiat modeL tampiLan transaksi yg terLihat saLdo akhirnya. Transaksi - Jenis Transaksi - SaLdo Akhir (ini maksudnya) TampiLan Wondr gak jauh beda dari Livin' by Mandiri yg saya gak suka. Saya Lebih nyaman pakai MobiLe Banking BNI yg Lama. KaLaupun nanti akhirnya di migrasiin semua ke Wondr, saya Lebih piLih gak instaL Wondr, mending manuaL pake ATM. Mudah²an keLuhan ini bisa jadi masukan yg membangun utk BNI",1
"Untuk tampilan oke lah, modern. Tapi, yg harus diperhatikan nama pengirim di bawah sumber dana, itu harus jelas nama pengirim nya siapa jangan di sensor, bagaiman bisa dibilang akurat bukti transfer nya kalo nama pengirim saja di sensor. Tolong perbaiki, saya sudah komplain di email dan WA business.",2
"Buku tabungan saya tidak muncul di wondr, padahal info BNI terdekat data KTP, email, no hp dan buku tabungan saya sudah benar, sampe saat ini tidak ada solusi, cs udah bolak balik tlpn call center juga tidak ada solusi, aplikasi BNI mobile banking sudah sering lemot, sengaja dibikin biar pindah ke wondr, tapi wondr sendiri masih banyak masalahnya, Skrg saya tidak bisa pakai wonder. Mohon solusinya",1
"Jaringan stabil, sdh di update, kalau lagi di butuhkan bisa stengah jam baru terbuka aplikasinya, itupun kalau aplikasiNya lgi mood 🤣🤣. terimakasih BNI Kembali ke BNI mobile sj",1
"Masa harus login lagi pakai ktp ribet amat, trus malah ganti password ,uninstall lagi lah, mending pakai yg lama. Saya tidak salah password cuma saya jarang login di apk ini karena masih aktif d aplikasi yang lama, setelah login lagi lgi malah minta data lagi seperti ktp dll bikin ribet",1
"Tampilan lebih simple, tapi masih banyak kekurangan dibandingkan BNI mobile. 1. Tidak bisa transaksi mobile tunai di wondr 2. History transaksi hanya memuat, debit dan kredit. Tidak ada jumlah saldo setelah transaksi, kalau d BNI mobile namanya *saldo akhir* 3. Tidak ada BNI point di wondr",1
"Ya ampun aplikasi sampah hanya grafis antarmukanya yang bagus, aplikasi lama bni mobile bangking lebih lengkap dan mudah dalam penggunaannya",1
"Kenapa dengan aplikasi ini,saya sudah berulang kali di coba, setiap hari saya coba terus,saat saya verivikasi wajah,dan menunggu tahap selanjutnya selalu tertera sedang ada kendala di sistem kami,,ini sangat merepotkan saat transaksi nnti. Mohon bantuannya",1
Ini kenapa ya? Transaksi gagal terus mohon untuk di perbaiki masalah ini secepatnya..!!! (EDIT ULASAN) Terima kasih untuk respon cepatnya.. Semoga kedepannya semakin bagus dan semakin lengkap fitur-fitur nya.. Good job👍👍💯,5
"Kecewa!!!! Top Up gopay transaksi gagal, tapi saldo rekening terpotong sesuai nominal. Minta balikin saldo malah d suruh nunggu 5 hari kerja! BNI kok bgini!!! Saya merasa dirugikan! Kecewa sekali!!!!!",1
Saya kurang suka dg apk y. Tidak mmuaskan. LBH nyaman pake bni mobile. Sudah benar password loginnya. Giliran mau TF salah pin y udh diganti pin nya. Mau login ulang Mlah salah.pdhl udh jelas2 bener.membagongkan,3
"Minta verifikasi email tidak muncul2, pas minta ulang udah muncul tapi katanya kode salah, ga usah banyak tingkah bikin aplikasi. Mending yg udah ada ditingkatkan",1
Aplikasi ini bikin susah nasabah. Masa sering gangguan terus. Tidak sehebat mobile bni. KLO bisa tolong di perbaiki pelayanan jangan nyusahin nasabah,1
"Baru juga tdi Ng download ini di suruh di tempat kerja , tp ga bisa verivikasi gabisa masuk ke aplikasi .. gimana ini .. banyak yg gabisa pakai aplikasi ini semua temen saya cuma separuh yg bisa pakai , lah yg lain nya ga bisa , cara benerin nya gimana mau masuk aplikasi juga gabisa nih gagal terus, gambar nya yg muncul masih terkunci.",1
"kenapa setiap mau transfer mesti aplikasi tulisannya ""sedang diperbaiki"", padahal udah dari sebelumnya gitu terus, tolong diperbaiki min",2
"Pemakaian baru semingguan, pas buka aplikasi lumayan lama loadingnya berbeda saat pakai bni mbangking. Pas transaksi pembayaran juga gagal terus, tapi untuk rincian keuangan lumayan oke. Semoga dapat ditingkatkan lagi, kebayang mau transaksi non-tunai, ehhhh aplikasi nya lama bangett di bukanya, kan ga lucuuu🫠",2
"limit harian tf VA terlalu kecil, hrs berkali-kali, tolong dong, org belanja online bukan 1 atau 2 juta saja, bahkan lebih, pelanggan saya lari semua, lebih baik pakai M banking saja, ini menyusahkan bukan mempermudah",1
"Aplikasi sampah, lg butuh mendesak banyak fitur yg ga bisa. Jauh lebih baik mobile banking yg lama. Layanan tellernya juga kurang membantu. Cukup bintang 1. Contoh fitur yg jelek: histori uang masuk dan keluar tidak sedetil aplikasi yg lama, jelas uang masuk dr mana lengkap keterangannya uang apa. Kemudian di aplikasi wonder, transaksi setor tunai tanpa kartu masih belum bisa. Sedangkan ke teller, diarahkannya ke mesin ATM kalau setornya hanya beberapa juta. Sgt tidak solutif",1
Aplikasi bagus cuma untuk transaksi tidak bisa dilihat semua transaksi cuma transaksi yang melalui aplikasi wondr...klo yang apk BNI lama semua transaksi tampil di aplikasi dan transaksi bisa di download trimakasi semoga ad perbaikan....,3
"Sejak update 16 oktober, aplikasi malah jadi susah sekali dibuka... maaf sedang ada gangguan Seperti itu terus.. Kendalanya: tiap kali mau login itu aplikasinya lama banget kak.. trs nanti muncul notice : ""Ada Sedikit kendala, Tim Kami lagi perbaiki, yuk coba lagi!"" Begitu terus kak... jd hrs dicoba berulang kali, kalo tidak ya ditunggu sampai bisa terbuka. Sudah coba unistall dan install kembali ya tetep sama.. Sebelum di update itu aplikasi lancar cepat sekali aksesnya.",1
"pindah dari aplikasi bni mobile ke wondr kirain bakal upgrade ternyata malah downgrade. gabisa tarik tunai tanpa kartu, gabisa blokir saldo, dan banyak lagi. tolong diperbaiki.",1
"Ribet pake aplikasi wondr, enak yang BNI Mobile, simple dan cepat loadingnya. Pakai wondr lama banget loadingnya haduh tolonglah yang sudah bagus gak usah diubah2. Kalau memang ada perubahan transfer, transaksi dll cukup bni mobile aja diupdate. Lagian nama wondr sangat gak menjual. Pas buka aja loginnya susah gangguan terus. Tolong pihak BNI batalkan saja wondr ini, kami nasabah jd susah",1
"Tampilan msh lbh suka bni mobile yang lama Dftr favorit cm 200, jd byk yg di BNI mobile banking g kepindah ke wondr Sm ini dr siang kok gak bisa dipakai tulisannya ada kendala tp kata teman bisa, masa di HP sy sj yg ada kendala, solusinya apa? Semua sdh diupdate, sinyal g ada mslh, aplikasi smp byk yg diuninstall krn kirain memori penuh, uda clear cache tp ttp muncul notif ada kendala",1
"capek verifikasi setiap hari, masa tiap mau transaksi verifikasi KTP , gajelas apk masih banyak yg perlu di benari, klo udah ada bni mobile kenapa buat apk lagi mana kek gak pernah buat, padahal ada contoh udah bener di BNI mobile jelas,",1
"Kenapa wonder ga bs d buka si.....SDH d update msh ttp ga bs.gmn ini? Jadi solusinya bagaimana setiap buka apk ""ADA SEDIKIT KENDALA,tim kami lagi perbaiki,yuk coba lagi.""gitu terus udh 2 hari",2
"Awal instalasi lancar buat transaksi setelah beberapa Minggu tiba² logout aplikasi error dan harus registrasi ulang seperti buat rekening baru bukan pemindahan dari BNI mobile ke wondr, ribettttt. Daripada pindah aplikasi mending kalian upgrade aja BNI Mobile biar lebih enteng aplikasinya",1
"Aplikasinya jelek. Sebelumnya saya bisa bayar beli token listrik dgn CC BNI yg di-link ke aplikasi ini. Tiba-tiba minta update di playstore, dan setelah itu malah ga bisa lagi bayar/beli pakai CC BNI saya. Sebagai nasabah BNI puluhan tahun, saya kecewa BNI bikin aplikasi sejelek ini.",1
"Aplikasi error gak pernah ganti password login tp gagal login karena password salah, gak pernah ganti pin 6 digit, tapi pin selalu gagal pakai. Verifikasi wajah juga susah bgt. Kalo untuk kebutuhan darurat aplikasi ini tidak bisa diandalkan. Bintang satu terlalu banyak",1
"Aplikasi imi sdh bagus, bagi sbgian org, msh ada kekurangan, ya wajarlah nmy jg msh ada pengembangan lebih lanjut, krn aplikasi banking yg diutmakan securitynya dulu, drpd kelngkapan dan performa, pcma juga cepet tp srg kena Hack, kyk aplikasi sebelah, bagi yg sdh pnh jd developer pasti akan ngerti...",5
"Terlalu ribet awal pembukaan aplikasi, menu gk selengkap mobile banking, fitur lebih sedikit dari mobile banking spt fitur utk tarik tunai tanpa kartu dihilangkan. Pengaitan dengan aplikasi lain dihilangkan spt aplikasi BNI symponi dihilangkan. Mending pakai aplikasi lama dari pada banyak fitur yang hilang serta lebih sulit utk pengoperasian. Terima kasih",2
"Aplikasinya tidak bisa menggunakan scan wajah, pada saat login lagi ke aplikasi mintak ganti password lagi padahal passwornya sudah sesuai",1
"Dr BNI suruh pake wonder. Setelah terpasang , berkali2 verifikasi email ngga berhasil. Ngga ada notif di email verifikasi masuk. Wajah tengak tengok kiri kanan atas bawah di ulang2 Kaya kipas angin tolah toleh.. Sampe berkali2 diulang. Mohon perbaiki lagi aplikasi ini.",1
"Tidak bisa verivikasi wajah payah aplikasinya, Sudah d coba berkali kali gagal terus , Perbaiki dulu baru bales ulasan orang , Bni mobile banking saja 1 kali coba langsung bisa ,mending hapus aj aplikasi ini balik ke bni mobile banking",1
"Tampilan memang lebih mudah, tapi masih lebih lengkap BNI mobile. Karena saat mau bertransaksi byr PDAm. Tidak tersedia untuk wilayah kab Brebes.",4
"Verifikasi wajah kok dipersulit. Coba lagi coba lagi, ada kendala di sistem kami, eh tau2 ngasih pemberitahuan sudah terlalu sering verifikasi wajah, coba lagi besok. Yang rusak sistem kalian kok konsumen yang direpotkan? Rusak rusak",3
"Aplikasinya tidak sehebat aplikasi bni mobile, dimana di bni mobil ada menu untuk pengambilan uang tanpa atm, next nya untuk pihak pengembnag mohon untuk bisa di update sesuai dengan menu yang ada di bni mobile yang sangat lengkap..",1
"Mau daftar aja susah. Sudah sebulan daftar, kendala di verifikasi wajah terus. Ruang udah terang, wajah udah di bagus-bagusin.. eh, sistem eror.",1
"Verifikasi wajah tidak terbaca, sudah coba berulang-ulang kali gagal terus sampe pusing tengok kanan kiri atas bawah. Sudah saya uninstall karena gunakan BNI mobile yg lama",2
"Nyobain apk Wondr utk TopUp LinkAja lwt menu transfer sdh bisa terkirim tp saldo di LinkAja tidak bertambah, sebelumnya transfer ke LinkAja lwt BNI m-banking bisa lgsg masuk. Gimana ini musti komplain kemana?",1
"Jujur terlalu mengecewakan, setiap kali keluar aplikasi harus verifikasi dengan hasil yang mengecewakan,, sandi sama tapi tidak bisa login juga,. Mendingan pake M banking yang dulu aja, gak terlalu ribett.",1
"Baru sebulan saya download applikasi kok minta update ulang trus saya update ulang koq susah kali masuknya,pada hal udah banyak saya hapusin biar bisa saya update ulang.. Maksudnya apa salahnya disini???",1
"Bagus ui nya tp aku beli pulsa 15 k transaksi belum berhasil dan saldonya udah berkurang, disuruh tunggu 1 x 24 jam tp masih aja belum ada pulsa masuk dan keterangan di wondr masih gagal gmn ya",4
"Kenapa tidak ada fitur tarik tunai tanpa kartu Trus tidak bisa beli token listrik karna membutuh kan 12 nomer padahal biasanya nomernya 11, dikira beli pulsa apa yaa. Dan bli pulsa dan paket hanya bisa nomer tertentu saja",1
"Apk ga lengkap. Ga bisa mobile tunai dan setor tanpa kartu. Masih lengkapan menu di mobile banking, tapi sayang juga gabisa dipake semenjak ada apk wondr. Cuma nampilin estetik aja tanpa kelengkapan menu",1
"Bikin pasword dengan special karaktet tapi saat diketik tanda !, tanda @, dan beberapa tanda lainnya kaga nongol!! App macem apaan..",1
"Sudah instal dan sudah selesai bisa untuk ngecek saldo,, Namun kok ada registrasi yg aneh,, yg harus dicentang jujur takut ini indikasi terbobol,, jadi dibukak tidak seperti biasanya",4
"Maunya apaan sih wonder, gagal verifikasi wajah terus dengan keterangan waktu verifikasi habis terus. Padahal sudah sesuai intruksi tp gagl terus udah nyoba seminggu gagal terus. Tolong dong d benahi terkait verifikasi wajahnya. Gk jelas belasss",1
"Kode otp email benar tapi infonya salah masukkan. Gimana sih. Emailnya bener juga... Di ulang2 tetep ga bisa konfirmasi email. Aneh beuttt. Aq dah uninstall dan instal lagi. Skrg infonya ""Ada kendala dan tim lagi memperbaiki"". Mau beli token listrik dah ga ada di Mbanking... Astagaaaa....",1
"Semakin dibuat ribet aja,...sy pertimbangkan tutup rekening untuk kedepannya. Jika ingin rubah konsep mending ganti aja aplikasi ebankingnya, ndak nambahin aplikasi seperti ini",1
"Kenapa setelah verifikasi wajah ada pemberitahuan ""kamu belum bisa registrasi wondr""? Aplikasi juga udah diupdate dicoba berulang kali masih sama",2
"Sementara sy kasi bintang 1 dl, mau daftar sudah masukin data sampai tahap masukin email stlah lanjut malah aplikasi mnt untuk video call dgn agen, tdak bisa diback, aneh,, Sy ulangi lg pendaftarannya cmn tp ga bisa lanjut dgn verifikasi wajah sampai skrg,, Saya kasi bintang 5 kalau sudah diperbaiki,trimkasih ** Tidak keluar fitur verifikasi wajahnya, cuma muncul error dialog ""Ada kendala di sistem kami ****",1
"Aplikasi nya membingungkan, Gak ada notifikasi seperti Brimo, Keterangan uang masuk dan keluar pun gak ada, jadi bingung, kayak misal Ada Tranfseran masuk yaudah cuma sekedar tulisan transfer masuk sama jumlah, gak ada Keterangan dari siapa nya kan aneh, dan pas uang masuk/keluar gak ada notifikasi kayak di BRImo, tolong dong tingkat kan lagi aplikasi nya, uang yg masuk itu padahal di atas 1 jt, tapi hari ini masuk besok nya baru DTG notifikasi nya, Bagusan Brimo 😌",1
Masih bagusan aplikasi yg lama. Aplikas yg terbaru tidak tampil rincian saldo masuk sisa dan yg di keluarkan. Itu aja sihh.,2
"Buka aplikasi aja loadingnya lama banget. Masih bagusan BNI Mobile Banking, aplikasi baru bukannya lebih bagus malah nambah ribet. Mau bayar pake QRIS dikasir sampe malu karena kelamaan nunggu loading buka aplikasi, mana yg antri dibelakangku banyak orang",1
"Ini BNI memang lagi tidak butuh nasabah kah? Sistem verifikasi wajah app ini kayak lagi mempermainkan orang aja, udah susah ke-detect mesti dicoba berkali-kali. Pas berhasil, eh malah muncul prompt ""sistem ada kendala. Silakan coba lagi."" Tolong tingkatkan budgetnya dan hire developer yang becus deh. Mending ke bank lain aja ga pakai ribet.",1
"Mungkin bisa diperbaiki lagi dalam verifikasi wajah, karna saya sudah mencoba gagal terus dengan alasan ""pencahayaan kurang"" padahal pencahayaan ruangan saya sudah cukup. Mungkin kedepannya bisa diperbaiki lagi dalam scan wajah.....",3
"Lebih simple dn ga ribet ya.. tampilan lebih fresh juga sih, keren,, blum ada mobile tunai nya.. semoga cpt ditambhkn menu trnskai lain dari BNI Mobile banking.. lebih nyaman skrg d BNI.. SUKSEA DN JAYA SELALU ya BNI",5
"Kembalikan uang saya yang kamu curi ...Lahir batin saya tidak ikhlas Uang direkening tiba2 hilang setelah dicek ternyata di ambil buat asuransi padahal saya tidak pernah daftar saya lapor ke kantor katanya itu bagian dari marketing katanya mau di uruskan disuruh nunggu 2 mingguan sampai sebulan dari pihak bni ada yang tlp menghubungi saya klo uang itu tidak bisa dikembalikan,ternyata BNI MENCURI UANG SAYA...SAYA MENYESAL BUKA REKENING DI BNI. BNI sudah bangkrut ya sampai2 mencuri uang nasabah...",1
"aplikasi yang sangat buruk mau bayar pdam gak bisa, beli token listrik gak bisa kebanyakan alasan, yang nomor salah lah yg lanyanan tak tersedia lahh... sangat mengecewakan👎 , bni mobile banking jauh jauh lebih baik..",1
Masih enak pakai bni mobile banking.. Lebih simpel dan gampang penggunaannya. . Yang wondr agak ribet menunya,2
"Saya mau transaksi mbanking BNI, buka aplikasi tp g bs transaksi, diarahkan instal wonder, sdh instal, mau buka, nunggu kode otp g masuk2 di email. Nah ni mau beli token listrik yg dah bunyi, kl mau inovasi yg bener napa, bkn tambah ruwet gini. Yg bgini yg bikin nasabah pindah bank",3
Untuk pembayaran yuran PDAM no yg dimasukkan sudah benar semua tapi tetap infonya nomor meteran Salah. Tolong di segera diperbaiki.,3
"Ini serius wondr ga bisa di akses sama sekali. Balik make BNI mobil banking aja ini mah. Ga bisa login, udah pke jaringan wifi jaringan seluler ttp SM. Jdi ke uninstal deh apknya",3
Turun bintang...Tolong ditambahkan fitur tarik tunai tanpa kartu ATM. Ini sangat membantu jika lupa kartu atau kartu ATM terblokir. Tolong perhatikan. Fitur ini sangat penting dan membantu. Jika sdh ada fitur tersebut baru cocok bintang 5. Skr msh bintang 4 dulu.,3
